Exclude for Cover Analyses,State,Date,Block,Paddock,Plot,control Desc,Grazing,Fuelbreak/control,Spatial_arrangement,Seed Rate,Water,Species,Coating,Distance Along Transect_m,BRTE,percent BRTE,Introduced forbs,percent introduced forbs,Rock+Bare,SUM native grasses,SUM native forbs,SUM SD forb,Moss/Lichen/Crust,Litter,Rock,Bare,Height (cm),Native grass count (low data quality),BRTE count,Biomass of strip,Fuel Continuity of strip,Cover of strip,Notes,Notes about Plot 8 alternative experiment - refer to map if needed,sqrt(BRTE),1/var sqrt BRTE,Residual sqrt(BRTE),1/var percent BRTE,Residual percent BRTE,Residual Sqrt(BRTE count),1/var Height,Residual Sqrt(Introduced forbs),1/var Bare+Rock,Residual Rock+Bare
,NV,6/4/2019,one,2,C5,C5,Spring,control,na,na,na,na,na,,15,35.71428571,15,35.71428571,54.5,12,0,0,0,0.5,0.5,54,36,6,6,4,5,5,,,3.872983346,0.476449874,-1.572456505,0.003546768,-19.04537439,-3.141342057,0.019227796,-0.448924081,0.002942134,7.569308672
,NV,6/4/2019,one,2,mix low,,Spring,greenstrip,mix,low,no water,na,C,14,15,28.30188679,11,20.75471698,43,27,0,0,0,1,1,42,26,11,6,4,4,4,,,3.872983346,0.476449874,-1.675743879,0.003546768,-27.35953113,-3.417866984,0.019227796,-0.924960165,0.002942134,-2.171607517
,NV,6/5/2019,one,2,mono low,,Spring,greenstrip,mono,low,no water,POFE,UC,2,26,58.42696629,10,22.47191011,52,8,0,0.5,0,0.5,0,52,24,6,7,4,5,5,,,5.099019514,0.476449874,-0.449707712,0.003546768,2.765548365,-3.221605416,0.019227796,-1.079307295,0.002942134,6.828392483
,NV,6/5/2019,one,3,mono low,,Ungrazed,greenstrip,mono,low,no water,POFE,UC,6,10,16.12903226,36,58.06451613,35,16,0,0,0,0,0,35,27,10,0,5,5,5,,,3.16227766,0.274048306,-2.477433781,0.002688175,-41.61582847,-6.30999212,0.013893113,2.189147117,0.002079164,-9.312064661
,NV,6/13/2019,three,7,C5W,C5W,Fall,control,na,na,na,na,na,,27,60.6741573,10,22.47191011,49.5,2,0.5,5,0,3,0.5,49,24,1,53,4,5,5,"Fell along E edge of old ""road"" or ditch (video)",,5.196152423,0.373068786,-0.707820233,0.002739843,5.335561732,0.781652548,0.019162182,-1.496217525,0.002363358,12.72222222
,NV,6/4/2019,one,1,mono high,,Fall,greenstrip,mono,high,no water,ELEL,UC,46,25,36.49635037,42,61.31386861,28.5,1,0,0.5,0,0.5,0.5,28,25,2,34,4,5,4,,,5,0.373068786,-0.891278475,0.002739843,-22.15736117,-0.504065669,0.019162182,2.182407256,0.002363358,-15.04623535
,NV,6/7/2019,one,3,mono high,,Ungrazed,greenstrip,mono,high,no water,VUMI,C,6,25,54.34782609,7,15.2173913,51,8,6,0,0,0.5,1,50,28,6,43,5,5,5,,,5,0.274048306,-0.639711441,0.002688175,-3.39703464,0.247446404,0.013893113,-1.165101572,0.002079164,6.687935339
,NV,6/8/2019,two,4,mono low,,Spring,greenstrip,mono,low,no water,VUMI,UC,42,25,55.55555556,16,35.55555556,51.5,0,1,3,0,1,0.5,51,24,0,41,4,5,5,,,5,0.476449874,-0.548727226,0.003546768,-0.105862371,0.535767511,0.019227796,-0.241584955,0.002942134,6.328392483
,NV,6/20/2019,three,8,C4E,C4E,Ungrazed,control,na,na,na,na,na,,37,67.27272727,13,23.63636364,42,0,0,5,0,0.5,0,42,24,0,94,5,5,5,,transect is near other experiment and tire tracks run N of the transect,6.08276253,0.274048306,0.075631659,0.002688175,7.962723336,2.867101406,0.013893113,-0.531011715,0.002079164,0.75
,NV,6/4/2019,one,1,mono high,,Fall,greenstrip,mono,high,no water,ELEL,C,6,20,25.64102564,58,74.35897436,20,0,0,0,0,0,2,18,34,0,3,4,5,4,,,4.472135955,0.373068786,-1.41914252,0.002739843,-33.01268589,-4.602966756,0.019162182,3.317439663,0.002363358,-23.54623535
,NV,6/8/2019,two,4,mix low,,Spring,greenstrip,mix,low,no water,na,UC,46,28,66.66666667,7,16.66666667,55,3,4,0,0,1,0,55,23,4,49,4,5,5,,,5.291502622,0.476449874,-0.257224603,0.003546768,11.00524874,1.132643273,0.019227796,-1.595833644,0.002942134,9.828392483
,NV,6/9/2019,two,5,mono low,,Fall,greenstrip,mono,low,no water,POSE,UC,42,54,93.10344828,2,3.448275862,40,1,0,1,0,0,1,39,30,2,20,3,4,4,,,7.348469228,0.373068786,1.457190753,0.002739843,34.44973674,-1.862881608,0.019162182,-2.88411988,0.002363358,-3.546235351
,NV,6/10/2019,two,6,mono high,,Ungrazed,greenstrip,mono,high,no water,POSE,C,6,31,52.99145299,21,35.8974359,37.5,4,0.5,2,0,2,0.5,37,29,8,45,5,5,5,,,5.567764363,0.274048306,-0.071947078,0.002688175,-4.753407736,0.398211812,0.013893113,0.771722812,0.002079164,-6.812064661
,NV,6/15/2019,three,7,mono low,,Fall,greenstrip,mono,low,no water,ELTR,UC,48,26,37.95620438,41,59.8540146,29,0,0.5,1,0,0.5,0,29,31,0,66,4,5,5,,,5.099019514,0.373068786,-0.792258961,0.002739843,-20.69750715,1.789020841,0.019162182,2.104790795,0.002363358,-14.54623535
,NV,6/20/2019,three,8,mix low,,Ungrazed,greenstrip,mix,low,no water,na,C,6,0,0,9,56.25,80,1,0,6,0,2,3,77,16,0,11,2,2,1,,Entire plot fell within other experiment - 1/2 in one part and 1/2 in other part (picture); N 1/2 had more bio than S 1/2 with tape running in S 1/2 (mowed),0,0.274048306,-5.639711441,0.002688175,-57.74486073,-2.99336733,0.013893113,-0.810852883,0.002079164,35.68793534
,NV,6/19/2019,three,8,mono low water,,Ungrazed,greenstrip,mono,low,water,ELTR,UC,6,29,72.5,8,20,57,0,0,3,0,1,0,57,23,0,31,4,5,4,,,5.385164807,0.274048306,-0.254546634,0.002688175,14.75513927,-0.742227757,0.013893113,-0.982425759,0.002079164,12.68793534
,NV,6/19/2019,three,8,mono low water,,Ungrazed,greenstrip,mono,low,water,POSE,UC,10,25,80.64516129,3,9.677419355,66,1,0,2,0,1,0,66,19,2,22,4,4,4,,,5,0.274048306,-0.639711441,0.002688175,22.90030056,-1.61957636,0.013893113,-2.078802076,0.002079164,21.68793534
,NV,6/23/2019,three,9,mix high water,,Spring,greenstrip,mix,high,water,na,C,6,35,51.09489051,33,48.17518248,28.5,0.5,0,0,0,1,0.5,28,40,1,36,5,5,4,"couldn't find any points, used 0 points on GPS",,5.916079783,0.476449874,0.367352558,0.003546768,-4.566527416,0.132643273,0.019227796,1.502977691,0.002942134,-16.67160752
,NV,5/31/2019,one,1,mono high water,,Fall,greenstrip,mono,high,water,VUMI,C,50,69,88.46153846,9,11.53846154,20,0,0,0,0,0.5,0,20,34,0,28,4,4,5,,,8.306623863,0.373068786,2.415345388,0.002739843,29.80782693,-1.043514941,0.019162182,-1.298333443,0.002363358,-23.54623535
,NV,6/1/2019,one,1,mono low water,,Fall,greenstrip,mono,low,water,ELEL,C,6,77,89.53488372,9,10.46511628,12,0,0,0,0,0.5,0,12,13,0,64,4,5,5,,,8.774964387,0.373068786,2.883685912,0.002739843,30.88117219,1.664982437,0.019162182,-1.298333443,0.002363358,-31.54623535
,NV,6/2/2019,one,1,mix high water,,Fall,greenstrip,mix,high,water,na,C,6,32,65.97938144,12,24.74226804,49,4,0,0.5,0.5,0.5,2,47,21,3,22,4,5,4,,,5.65685425,0.373068786,-0.234424226,0.002739843,7.325669912,-1.644601804,0.019162182,-0.834231827,0.002363358,5.453764649
,NV,6/4/2019,one,2,C2,C2,Spring,control,na,na,na,na,na,,28,82.35294118,4,11.76470588,63.5,1,0,1,0.5,0.5,0.5,63,24,1,30,4,5,5,,,5.291502622,0.476449874,-0.153937229,0.003546768,27.59328108,-0.113606224,0.019227796,-2.321907427,0.002942134,16.56930867
,NV,6/5/2019,one,3,C1,C1,Ungrazed,control,na,na,na,na,na,,40,57.14285714,22,31.42857143,28,8,0,0,0,0.5,0,28,53,4,53,4,5,5,,,6.32455532,0.274048306,0.317424449,0.002688175,-2.167146794,0.45185158,0.013893113,0.553852769,0.002079164,-13.25
,NV,6/13/2019,three,7,C3W,C3W,Fall,control,na,na,na,na,na,,22,27.5,58,72.5,18,0,0,0,0,0.5,0,18,32,0,106,5,5,5,,,4.69041576,0.373068786,-1.213556896,0.002739843,-27.83859557,3.7971728,0.019162182,2.957277921,0.002363358,-18.77777778
,NV,6/19/2019,three,8,mix high,,Ungrazed,greenstrip,mix,high,no water,na,C,16,55,73.33333333,20,26.66666667,23,0,0,0,0,0.5,0,23,40,0,28,5,5,5,,,7.416198487,0.274048306,1.776487046,0.002688175,15.58847261,-1.018489498,0.013893113,0.661283072,0.002079164,-21.31206466
,NV,6/20/2019,three,8,mix low water,,Ungrazed,greenstrip,mix,low,water,na,UC,54,15,71.42857143,3,14.28571429,76.5,1,0,2,0,1,0.5,76,17,0,65,2,4,3,,,3.872983346,0.274048306,-1.766728095,0.002688175,13.6837107,1.752265628,0.013893113,-2.078802076,0.002079164,32.18793534
,NV,5/31/2019,one,1,mono high water,,Fall,greenstrip,mono,high,water,ELEL,UC,2,20,45.45454546,24,54.54545455,54,0,0,0,0,1,0,54,5,1,4,3,4,4,,,4.472135955,0.373068786,-1.41914252,0.002739843,-13.19916608,-4.335017563,0.019162182,0.600646043,0.002363358,10.45376465
,NV,6/1/2019,one,1,mono low water,,Fall,greenstrip,mono,low,water,POFE,UC,46,48,69.56521739,21,30.43478261,29,0,0,0,0,1,0,29,26,0,39,4,5,5,,,6.92820323,0.373068786,1.036924755,0.002739843,10.91150586,-0.090019565,0.019162182,0.284242252,0.002363358,-14.54623535
,NV,6/4/2019,one,2,C1,C1,Spring,control,na,na,na,na,na,,45,68.18181818,20,30.3030303,32.5,0,0,1,0,0.5,0.5,32,28,0,23,4,5,5,,,6.708203933,0.476449874,1.262764082,0.003546768,13.42215808,-0.795000276,0.019227796,0.150228528,0.002942134,-14.43069133
,NV,6/5/2019,one,2,mono low,,Spring,greenstrip,mono,low,no water,VUMI,C,54,39,65,20,33.33333333,38,0,0,1,0.5,0.5,0,38,27,0,38,5,5,4,,,6.244997998,0.476449874,0.696270773,0.003546768,9.338582073,0.297057276,0.019227796,0.230551,0.002942134,-7.171607517
,NV,6/8/2019,two,4,mix high,,Spring,greenstrip,mix,high,no water,na,UC,6,17,30.90909091,35,63.63636364,43,2,0,1,0,1,0,43,30,2,31,4,5,5,data taken from 7m due to trail,,4.123105626,0.476449874,-1.4256216,0.003546768,-24.75232702,-0.299592364,0.019227796,1.674494828,0.002942134,-2.171607517
,NV,6/8/2019,two,4,mix low,,Spring,greenstrip,mix,low,no water,na,C,6,19,55.88235294,9,26.47058824,64,1,5,0,0,1,0,64,25,1,31,4,5,5,,,4.358898944,0.476449874,-1.189828282,0.003546768,0.220935014,-0.299592364,0.019227796,-1.241584955,0.002942134,18.82839248
,NV,6/10/2019,two,6,C4E,C4E,Ungrazed,control,na,na,na,na,na,,33,56.89655172,25,43.10344828,40.5,0,0,0,0,0.5,0.5,40,43,0,64,5,5,5,,,5.744562647,0.274048306,-0.262568225,0.002688175,-2.413452213,1.171741691,0.013893113,0.863437009,0.002079164,-0.75
,NV,6/10/2019,two,6,mono high,,Ungrazed,greenstrip,mono,high,no water,ELEL,UC,54,30,68.18181818,12,27.27272727,54.5,0,0,2,0,0.5,0.5,54,24,0,63,5,5,5,,,5.477225575,0.274048306,-0.162485866,0.002688175,10.43695746,1.627261813,0.013893113,-0.346751268,0.002079164,10.18793534
,NV,6/13/2019,three,7,C3,C3,Fall,control,na,na,na,na,na,,57,77.02702703,13,17.56756757,25,4,0,0,0,0,1,24,30,8,79,4,5,5,Large Poa just outside of N. border of frame,,7.549834435,0.373068786,1.64586178,0.002739843,21.68843146,2.389737076,0.019162182,-1.05294391,0.002363358,-11.77777778
,NV,6/22/2019,three,9,C3W,C3W,Spring,control,na,na,na,na,na,,42,56.75675676,26,35.13513514,24,4,0,2,0,1,2,22,30,1,62,5,5,5,,,6.480740698,0.476449874,1.035300848,0.003546768,1.997096656,2.283176075,0.019227796,0.777112086,0.002942134,-22.93069133
,NV,6/1/2019,one,1,C3W,C3W,Fall,control,na,na,na,na,na,na,23,71.875,8,25,67,1,0,0,0,0.5,0,67,25,7,32,3,4,4,C3W had ELTR up to west side of mix low water but non in MLW greenstrips itself,,4.795831523,0.373068786,-1.108141132,0.002739843,16.53640443,-0.841603092,0.019162182,-1.830068061,0.002363358,30.22222222
,NV,6/4/2019,one,2,C6,C6,Spring,control,na,na,na,na,na,,23,45.54455446,26,51.48514851,48,0.5,0,1,0,1,0,48,25,1,8,3,4,4,,,4.795831523,0.476449874,-0.649608327,0.003546768,-9.215105645,-2.762404675,0.019227796,0.777112086,0.002942134,1.069308672
,NV,6/5/2019,one,2,mix high,,Spring,greenstrip,mix,high,no water,na,C,14,18,35.29411765,23,45.09803922,48,5,5,0,0,0.5,0,48,28,5,3,4,5,5,,,4.242640687,0.476449874,-1.306086538,0.003546768,-20.36730028,-4.135305919,0.019227796,0.554246568,0.002942134,2.828392483
,NV,6/8/2019,two,4,herbicide,,Spring,herbicide,na,na,no water,na,na,10,1,1.408450704,70,98.5915493,28.5,0,0,0,0,0,0.5,28,15,0,0,1,1,1,2% cow patty 10 m; 3 BRTE in whole quad 10m,,1,0.476449874,-0.934258546,0.003546768,-16.9951573,-1.57812291,0.019227796,3.668200019,0.002942134,-45.58333333
,NV,6/8/2019,two,4,mono low,,Spring,greenstrip,mono,low,no water,ELTR,C,18,24,48.48484849,22,44.44444444,49,0,0.5,3,0,1,0,49,27,1,37,4,5,5,,,4.898979486,0.476449874,-0.64974774,0.003546768,-7.176569442,0.215405804,0.019227796,0.448830804,0.002942134,3.828392483
,NV,6/9/2019,two,5,C1,C1,Fall,control,na,na,na,na,na,,42,59.15492958,27,38.02816901,27.5,0,0,2,0,1,0.5,27,25,0,59,4,5,5,,,6.480740698,0.373068786,0.576768043,0.002739843,3.816334006,1.182688407,0.019162182,0.537657237,0.002363358,-9.277777778
,NV,6/9/2019,two,5,C2E,C2E,Fall,control,na,na,na,na,na,,30,45.45454546,35,53.03030303,33,0,1,0,0,0.5,0,33,39,0,76,5,5,5,,,5.477225575,0.373068786,-0.426747081,0.002739843,-9.884050117,2.219340546,0.019162182,1.257584598,0.002363358,-3.777777778
,NV,6/11/2019,two,6,mix low,,Ungrazed,greenstrip,mix,low,no water,na,C,6,34,70.83333333,12,25,50.5,1,0,1,0,1,0.5,50,28,1,33,4,5,5,,,5.830951895,0.274048306,0.191240454,0.002688175,13.08847261,-0.565429474,0.013893113,-0.346751268,0.002079164,6.187935339
,NV,6/13/2019,three,7,C5,C5,Fall,control,na,na,na,na,na,,30,48.38709677,30,48.38709677,37,0,0,2,0,0.5,0,37,36,0,45,5,5,5,,,5.477225575,0.373068786,-0.426747081,0.002739843,-6.951498797,0.209746591,0.019162182,0.81873039,0.002363358,0.222222222
,NV,6/16/2019,three,7,mix high,,Fall,greenstrip,mix,high,no water,na,UC,46,30,42.85714286,22,31.42857143,29,0,1,17,0,0.5,0,29,32,0,36,5,5,5,at 45m - med Poa ~1m S. of quad,,5.477225575,0.373068786,-0.4140529,0.002739843,-15.79656867,-0.335017563,0.019162182,0.392082317,0.002363358,-14.54623535
,NV,6/19/2019,three,8,mono low water,,Ungrazed,greenstrip,mono,low,water,ELEL,UC,18,47,66.1971831,22,30.98591549,28,1,1,0,0,0.5,0,28,37,3,39,5,5,5,mentzelia; delphinium was native forb,,6.8556546,0.274048306,1.21594316,0.002688175,8.452322371,-0.064994122,0.013893113,0.879562876,0.002079164,-16.31206466
,NV,6/23/2019,three,9,mix high water,,Spring,greenstrip,mix,high,water,na,UC,46,30,63.82978723,15,31.91489362,50.5,0,0,2,0,2,0.5,50,26,0,23,4,4,4,,,5.477225575,0.476449874,-0.07150165,0.003546768,8.168369307,-1.071525203,0.019227796,-0.368601609,0.002942134,5.328392483
,NV,5/31/2019,one,1,mono high water,,Fall,greenstrip,mono,high,water,ELEL,C,42,23,76.66666667,7,23.33333333,70,0,0,0,0,0,0,70,18,0,0,2,2,3,,,4.795831523,0.373068786,-1.095446952,0.002739843,18.01295514,-6.335017563,0.019162182,-1.652582132,0.002363358,26.45376465
,NV,6/1/2019,one,1,mono low water,,Fall,greenstrip,mono,low,water,POSE,UC,50,35,57.37704918,24,39.3442623,38.5,1,0,1,0,0.5,0.5,38,27,2,5,4,5,4,,,5.916079783,0.373068786,0.024801308,0.002739843,-1.276662351,-4.098949586,0.019162182,0.600646043,0.002363358,-5.046235351
,NV,6/5/2019,one,3,mono low,,Ungrazed,greenstrip,mono,low,no water,VUMI,C,50,23,40.35087719,18,31.57894737,42.5,16,0,0,0,0.5,0.5,42,32,11,33,5,5,5,,,4.795831523,0.274048306,-0.843879918,0.002688175,-17.39398353,-0.565429474,0.013893113,0.431787804,0.002079164,-1.812064661
,NV,6/10/2019,two,6,C2,C2,Ungrazed,control,na,na,na,na,na,,42,72.4137931,16,27.5862069,40,0,0,0,0,2,2,38,42,0,23,4,5,5,rock in BRTE counting corner at 42m,,6.480740698,0.274048306,0.473609827,0.002688175,13.10378917,-2.032426786,0.013893113,-0.136562991,0.002079164,-1.25
,NV,6/10/2019,two,6,C3W,C3W,Ungrazed,control,na,na,na,na,na,,32,59.25925926,9,16.66666667,45.5,5,7,1,0,0.5,0.5,45,32,4,71,5,5,5,,,5.65685425,0.274048306,-0.350276622,0.002688175,-0.050744678,1.597891464,0.013893113,-1.136562991,0.002079164,4.25
,NV,6/11/2019,two,6,herbicide,,Ungrazed,herbicide,na,na,no water,na,na,50,10,28.98550725,12,34.7826087,65,0,12,0.5,0,0.5,2,63,30,0,16,3,4,4,BRTE count taken in 25x25cm corner,,3.16227766,0.274048306,-0.460164848,0.002688175,-13.45546557,0.258801351,0.013893113,-0.073811149,0.002079164,-8.594033478
,NV,6/11/2019,two,6,mix low,,Ungrazed,greenstrip,mix,low,no water,na,UC,54,25,52.08333333,19,39.58333333,51,2,0,2,0,1,1,50,30,0,50,4,5,5,,,5,0.274048306,-0.639711441,0.002688175,-5.661527394,0.761075692,0.013893113,0.54804606,0.002079164,6.687935339
,NV,6/19/2019,three,8,C3,C3,Ungrazed,control,na,na,na,na,na,,32,90.14084507,2,5.633802817,63,0,1,0.5,0.5,1,0,63,20,0,29,2,3,3,mentzelia,falls within other experiment,5.65685425,0.274048306,-0.350276622,0.002688175,30.83084113,-1.443093502,0.013893113,-2.722349429,0.002079164,21.75
,NV,6/20/2019,three,8,C6E,C6E,Ungrazed,control,na,na,na,na,na,,7,29.16666667,17,70.83333333,75,0,0,0,0,1,0,75,10,0,19,2,1,1,50x50cm quad for BRTE count,"fell within other experiment, tire tracks and a pole with flagging tape ran along S side of transect",2.645751311,0.274048306,-3.361379561,0.002688175,-30.14333727,-2.469359366,0.013893113,-0.013457365,0.002079164,33.75
,NV,6/17/2019,three,8,kochia 2x water,,Ungrazed,greenstrip,na,na,water,na,na,50,60,86.33093525,9,12.94964029,29,0,0,0.5,0.5,1,0,29,28,0,39,4,5,5,,,7.745966692,0.274048306,2.106255252,0.002688175,28.58607453,-0.064994122,0.013893113,-0.810852883,0.002079164,-15.31206466
,NV,6/1/2019,one,1,C4,C4,Fall,control,na,na,na,na,na,na,32,64.64646465,16,32.32323232,50.5,1,0,0.5,0,0.5,0.5,50,23,0,38,4,5,4,Rain well avoided/nearby,,5.65685425,0.373068786,-0.247118406,0.002739843,9.307869075,-0.334043338,0.019162182,-0.658495185,0.002363358,13.72222222
,NV,6/4/2019,one,2,mono high,,Spring,greenstrip,mono,high,no water,POSE,C,18,29,54.71698113,20,37.73584906,47,4,0,0,0,0.5,0,47,34,3,38,4,5,5,,,5.385164807,0.476449874,-0.163562418,0.003546768,-0.944436795,0.297057276,0.019227796,0.230551,0.002942134,1.828392483
,NV,6/9/2019,two,4,kochia,,Spring,greenstrip,na,na,no water,na,na,50,60,75,10,12.5,20,0,0,10,0.5,0,0,20,23,0,70,3,4,4,8% cow pie at 50m,,7.745966692,0.476449874,2.197239467,0.003546768,19.33858207,2.499243539,0.019227796,-1.079307295,0.002942134,-25.17160752
,NV,6/9/2019,two,5,C5W,C5W,Fall,control,na,na,na,na,na,,26,42.62295082,0,0,38.5,7,28,0,0,1,0.5,38,37,10,79,5,5,5,,,5.099019514,0.373068786,-0.804953142,0.002739843,-12.71564475,2.389737076,0.019162182,-4.658495185,0.002363358,1.722222222
,NV,6/13/2019,three,7,C2E,C2E,Fall,control,na,na,na,na,na,,51,76.11940299,11,16.41791045,33,0,0,5,0,0.5,0,33,29,0,71,5,5,5,,,7.141428429,0.373068786,1.237455773,0.002739843,20.78080741,1.927692432,0.019162182,-1.341870395,0.002363358,-3.777777778
,NV,6/19/2019,three,8,mono high,,Ungrazed,greenstrip,mono,high,no water,ELEL,UC,46,82,91.11111111,5,5.555555556,10,0,0,3,0,0.5,0,10,33,0,56,5,5,5,,,9.055385138,0.274048306,3.415673697,0.002688175,33.36625038,1.173322653,0.013893113,-1.574784906,0.002079164,-34.31206466
,NV,6/19/2019,three,8,mono low water,,Ungrazed,greenstrip,mono,low,water,POSE,C,42,58,89.92248062,4,6.201550388,35,0.5,0,2,0,1,0,35,30,2,67,4,5,5,20+ sm. - med. Poa at 36-38m ~1m N.,,7.615773106,0.274048306,1.976061665,0.002688175,32.17761989,1.875360652,0.013893113,-1.810852883,0.002079164,-9.312064661
,NV,6/19/2019,three,8,mono low water,,Ungrazed,greenstrip,mono,low,water,ELEL,C,54,56,71.7948718,21,26.92307692,22,0,1,0,0,0.5,0,22,34,0,79,5,5,4,,"fell mostly between tire marks, slightly SW corner",7.483314774,0.274048306,1.843603333,0.002688175,14.05001107,2.578202297,0.013893113,0.771722812,0.002079164,-22.31206466
,NV,6/3/2019,one,1,mono low,,Fall,greenstrip,mono,low,no water,ELTR,C,14,38,65.51724138,17,29.31034483,42,3,0,0,0.5,0.5,0,42,27,5,42,4,,,,,6.164414003,0.373068786,0.273135528,0.002739843,6.863529848,0.145723135,0.019162182,-0.175227817,0.002363358,-1.546235351
,NV,6/1/2019,one,1,mono low water,,Fall,greenstrip,mono,low,water,ELTR,C,14,33,75,10,22.72727273,55.5,0,0.5,0.5,0.5,1,0.5,55,14,0,34,4,5,4,,,5.744562647,0.373068786,-0.146715828,0.002739843,16.34628847,-0.504065669,0.019162182,-1.136055782,0.002363358,11.95376465
,NV,6/4/2019,one,2,C4,C4,Spring,control,na,na,na,na,na,,35,51.47058824,29,42.64705882,32,3,0,1,0.5,0.5,0,32,19,0,46,4,5,4,,,5.916079783,0.476449874,0.470639932,0.003546768,-3.289071865,1.191498184,0.019227796,1.06325738,0.002942134,-14.93069133
,NV,6/4/2019,one,2,mono high,,Spring,greenstrip,mono,high,no water,ELTR,C,6,20,45.97701149,23,52.87356322,57.5,0,0,0.5,0,0,0.5,57,30,0,19,4,5,5,,,4.472135955,0.476449874,-1.076591271,0.003546768,-9.684406433,-1.508457783,0.019227796,0.554246568,0.002942134,12.32839248
,NV,6/8/2019,two,4,mono low,,Spring,greenstrip,mono,low,no water,ELTR,UC,50,17,50,12,35.29411765,66,0,2,3,0,1,0,66,23,0,46,5,5,5,,,4.123105626,0.476449874,-1.4256216,0.003546768,-5.661417927,0.914973257,0.019227796,-0.77748334,0.002942134,20.82839248
,NV,6/20/2019,three,8,mix low water,,Ungrazed,greenstrip,mix,low,water,na,C,14,5,27.77777778,5,27.77777778,82.5,6,0,2,0,0.5,0.5,82,16,0,28,1,2,1,stand at 30+ sm-med poa at 14-16m; 50x50cm quad for BRTE count,,2.236067978,0.274048306,-3.403643463,0.002688175,-29.96708295,-1.018489498,0.013893113,-1.574784906,0.002079164,38.18793534
,NV,6/20/2019,three,8,mix low water,,Ungrazed,greenstrip,mix,low,water,na,UC,46,4,24.24242424,10,60.60606061,84,0.5,0,2,0,0.5,0,84,14,0,11,1,1,1,stand at 30+ sm-med poa at 14-16m,,2,0.274048306,-3.639711441,0.002688175,-33.50243648,-2.99336733,0.013893113,-0.648575223,0.002079164,39.68793534
,NV,6/18/2019,three,8,mono low,,Ungrazed,greenstrip,mono,low,no water,POFE,C,14,53,88.33333333,4,6.666666667,39,0,0,3,0,2,0,39,28,0,32,4,5,5,,,7.280109889,0.274048306,1.640398448,0.002688175,30.58847261,-0.653137871,0.013893113,-1.810852883,0.002079164,-5.312064661
,NV,6/21/2019,three,9,mono low,,Spring,greenstrip,mono,low,no water,ELEL,C,14,27,58.69565217,18,39.13043478,54,0,0,1,0,1,5,49,28,0,35,5,5,4,,,5.196152423,0.476449874,-0.352574803,0.003546768,3.034234247,0.048723057,0.019227796,0.001055732,0.002942134,8.828392483
,NV,6/4/2019,one,1,mono high,,Fall,greenstrip,mono,high,no water,POSE,C,10,32,70.32967033,12,26.37362637,55.5,1,0,0.5,0,0.5,0.5,55,25,0,22,4,5,5,,,5.65685425,0.373068786,-0.234424226,0.002739843,11.6759588,-1.644601804,0.019162182,-0.834231827,0.002363358,11.95376465
,NV,6/4/2019,one,2,mono high,,Spring,greenstrip,mono,high,no water,POSE,UC,58,31,60.78431373,14,27.45098039,49.5,6,0,0,0.5,0.5,0.5,49,23,3,21,4,4,4,,,5.567764363,0.476449874,0.019037137,0.003546768,5.122895799,-1.284781032,0.019227796,-0.499927569,0.002942134,4.328392483
,NV,6/7/2019,one,3,mix low,,Ungrazed,greenstrip,mix,low,no water,na,UC,6,60,82.19178082,11,15.06849315,28,2,0,0,0,0.5,0,28,32,2,74,4,5,5,,,7.745966692,0.274048306,2.106255252,0.002688175,24.4469201,2.292333147,0.013893113,-0.494228093,0.002079164,-16.31206466
,NV,6/8/2019,two,4,mono low,,Spring,greenstrip,mono,low,no water,POSE,C,10,29,47.15447155,24,39.02439024,39,2,0.5,6,0,1,0,39,31,0,43,4,5,5,,,5.385164807,0.476449874,-0.163562418,0.003546768,-8.506946382,0.690081798,0.019227796,0.65739453,0.002942134,-6.171607517
,NV,6/10/2019,two,6,C2E,C2E,Ungrazed,control,na,na,na,na,na,,44,61.97183099,23,32.3943662,28.5,0,3,1,0,2,0.5,28,40,0,36,5,5,5,,,6.633249581,0.274048306,0.626118709,0.002688175,2.661827049,-0.828258309,0.013893113,0.659268532,0.002079164,-12.75
,NV,6/15/2019,three,7,mono low,,Fall,greenstrip,mono,low,no water,POFE,C,10,23,56.79012346,15,37.03703704,60.5,2,0.5,0,0,0.5,0.5,60,24,1,42,4,5,4,,,4.795831523,0.373068786,-1.095446952,0.002739843,-1.863588075,0.145723135,0.019162182,-0.425350096,0.002363358,16.95376465
,NV,6/17/2019,three,8,mono high water,,Ungrazed,greenstrip,mono,high,water,POFE,UC,50,70,77.77777778,16,17.77777778,11,0,0,4,0,0.5,0,11,30,0,65,4,5,5,,,8.366600265,0.274048306,2.726888824,0.002688175,20.03291705,1.752265628,0.013893113,0.189147117,0.002079164,-33.31206466
,NV,6/5/2019,one,3,mono low,,Ungrazed,greenstrip,mono,low,no water,POSE,C,54,28,37.33333333,24,32,26,23,0,0,0,1,0,26,29,14,17,4,5,4,,,5.291502622,0.274048306,-0.348208819,0.002688175,-20.41152739,-2.186886495,0.013893113,1.088126602,0.002079164,-18.31206466
,NV,6/7/2019,two,4,C4,C4,Spring,control,na,na,na,na,na,,28,40.57971015,37,53.62318841,31,1,2,1,0,2,0,31,32,0,26,4,5,5,,,5.291502622,0.476449874,-0.153937229,0.003546768,-14.17994996,-0.491812286,0.019227796,1.760855103,0.002942134,-15.93069133
